f1,accuracy,brier_score,roc_auc,model__iterations,model__learning_rate,model__depth,model__l2_leaf_reg,model__colsample_bylevel
0.6005496433779259,0.7052001953125,0.20915098801851056,0.8349126829473053,56,0.01,1,9.0,0.325
0.7795059967423662,0.7930908203125,0.1468398977730342,0.859525281810672,9,0.1325,3,3.0,1.0
0.56480934361902,0.6903076171875,0.231306570149707,0.8309844614914148,21,0.01,1,3.0,0.325
0.7728230607247359,0.7899169921875,0.14552321964443038,0.8499822873100638,9,0.5,1,7.0,1.0
0.7405024359164726,0.7698974609375,0.16033937913487453,0.8460526040090615,21,0.1325,16,9.0,0.1
0.8011754285944988,0.80859375,0.1328457956612126,0.8758012216430762,90,0.1325,13,11.0,0.55
0.7674653440103241,0.7835693359375,0.16126008104727843,0.8451333122688415,6,0.1325,11,3.0,0.1
0.7870324517562306,0.7972412109375,0.2098828856608713,0.8659987148293119,18,0.01,11,11.0,1.0
0.7573579207985306,0.7698974609375,0.2343548635587468,0.8392932758535836,11,0.01,16,3.0,0.775
0.7922471002239915,0.799072265625,0.13414778940461652,0.869239242577673,4,0.5,9,11.0,1.0
0.6526780995817275,0.7227783203125,0.24125020995232827,0.7325312467652325,8,0.01,1,7.0,0.55
0.7572313110467066,0.7750244140625,0.18150764716692203,0.8322370887229301,4,0.1325,3,13.0,0.55
0.8096650225624418,0.81591796875,0.1269075798256276,0.8836637903819919,25,0.255,5,11.0,0.55
0.7848240804784341,0.7969970703125,0.13679094043026796,0.8696140666254704,8,0.255,3,5.0,1.0
0.8150052646259378,0.8203125,0.12374387013954513,0.8892141378242886,77,0.1325,5,15.0,0.775
0.7924806985223549,0.8016357421875,0.1341794714049654,0.8691501048316974,11,0.5,7,11.0,0.1
0.7838564987783339,0.7952880859375,0.2295852192087628,0.8552569377254678,9,0.01,11,13.0,0.55
0.7741435608993534,0.784423828125,0.1666279367283261,0.8493746818311517,4,0.1325,11,7.0,0.775
0.8041127711461804,0.8101806640625,0.12842715920175463,0.8803641971299525,18,0.3775,5,9.0,0.325
0.7955455714423629,0.801025390625,0.13257562147891327,0.8712801523827345,9,0.5,9,13.0,1.0
0.801664772838773,0.8076171875,0.12804591376660734,0.8814870333990537,18,0.255,7,5.0,1.0
0.5742397690245485,0.69384765625,0.22372525216670644,0.827430681219126,29,0.01,1,3.0,0.325
0.7939115514761711,0.8023681640625,0.13738850890825596,0.8685677335838796,56,0.1325,13,3.0,0.775
0.7681125492984509,0.7786865234375,0.1551442515325962,0.8271333349622465,18,0.5,16,9.0,1.0
0.7153146796802232,0.7470703125,0.2467206908885065,0.7763464341803891,2,0.01,9,11.0,0.1
0.7732146406817365,0.78955078125,0.14041353986074592,0.867681646611196,13,0.3775,5,15.0,0.1
0.8137043466017883,0.818115234375,0.12570163680121554,0.8861141212358271,77,0.255,5,3.0,0.55
0.8018246290688432,0.8050537109375,0.14518794541948843,0.8704946542760676,124,0.5,7,5.0,0.55
0.7914890556327074,0.8031005859375,0.13172871386542134,0.8787968903352339,90,0.1325,1,11.0,0.775
0.7585113851727835,0.7691650390625,0.24505305774358138,0.8306139533672802,2,0.01,11,9.0,0.325
0.7714880924838763,0.78173828125,0.18185877876072304,0.8449567770686902,3,0.1325,3,3.0,0.775
0.7886538069931434,0.80029296875,0.14090126908749123,0.8730811455603033,124,0.01,5,5.0,0.775
0.8048187254691915,0.8111572265625,0.12779787321377917,0.8830152184341173,40,0.1325,9,13.0,0.325
0.8077511919783454,0.813720703125,0.12673736620044115,0.8844043193485572,40,0.1325,9,13.0,0.55
0.7574549235168146,0.7694091796875,0.15445620713877478,0.8294976257895096,25,0.5,16,3.0,0.325
0.7842001266532193,0.79296875,0.22347329838526941,0.8599561432544166,9,0.01,11,1.0,1.0
0.7935341606429805,0.8046875,0.13398044663683117,0.8742529188348093,40,0.1325,7,1.0,0.1
0.757593185320543,0.784912109375,0.15043673042155992,0.8733233245671355,200,0.01,7,3.0,0.1
0.7772859209196862,0.7884521484375,0.21392784287319738,0.8568369138444876,15,0.01,7,9.0,0.775
0.7997894106712039,0.806640625,0.1306744347947891,0.8750708211747846,8,0.5,5,15.0,0.325
0.7950814028988675,0.8035888671875,0.1401735712795178,0.8712194510047645,105,0.3775,13,7.0,0.1
0.7890262454704906,0.79736328125,0.14104069939313518,0.8586517597447813,5,0.3775,11,13.0,0.775
0.7714851641731537,0.7855224609375,0.20376080578879113,0.8497093399442145,25,0.01,3,1.0,0.775
0.8130787323350734,0.818359375,0.12420672928138454,0.8881717030363289,77,0.255,3,7.0,0.325
0.7485585821731555,0.76025390625,0.16266076305581606,0.8097522402254249,8,0.5,16,5.0,0.775
0.7213129201158298,0.754150390625,0.17268909825233314,0.8137205231985423,7,0.255,16,7.0,0.1
0.8040404137078122,0.8094482421875,0.12603954063271072,0.8847529346018529,25,0.5,3,1.0,1.0
0.7647083156943836,0.786376953125,0.15868542736014407,0.8626286049535526,124,0.01,3,7.0,0.325
0.762740426296916,0.7744140625,0.15119418258576012,0.8399348170225875,21,0.3775,16,7.0,0.775
0.7505085027322871,0.7611083984375,0.17368834327102903,0.8212979973348475,3,0.1325,13,1.0,0.775
0.7999800431331339,0.8052978515625,0.1305595431683753,0.8759085628412757,11,0.3775,9,13.0,1.0
0.810161786449213,0.814208984375,0.12933747004136503,0.8809476125528499,65,0.3775,5,7.0,0.55
0.5628798899386335,0.6895751953125,0.2436643481739502,0.7046326985375354,8,0.01,1,11.0,0.1
0.7479431786077747,0.7574462890625,0.17113751284821369,0.7865056660072354,3,0.5,16,5.0,0.1
0.7840433067348741,0.7958984375,0.18386812653711812,0.8619639527094499,34,0.01,5,3.0,1.0
0.7534007648828409,0.7640380859375,0.17223804234761286,0.834813660343908,4,0.1325,13,3.0,1.0
0.7703206279758189,0.786865234375,0.14583135727231683,0.8472482540870578,9,0.5,1,3.0,0.775
0.801095853390599,0.8055419921875,0.14073953305058795,0.8704381295984164,65,0.5,11,9.0,0.325
0.8070598021045037,0.811279296875,0.12875065321874707,0.880943853522563,65,0.255,7,9.0,0.775
0.7050621473198979,0.7481689453125,0.17755365201191664,0.8157771304356363,6,0.255,16,11.0,0.1
0.7727280579107718,0.7872314453125,0.15525330786462369,0.8375276802112185,2,0.3775,3,3.0,1.0
0.7959025473862249,0.8017578125,0.13575024423032642,0.8650061916101646,8,0.5,9,5.0,0.55
0.7892750582593282,0.7974853515625,0.16627639623873852,0.8605204154675186,4,0.1325,11,9.0,0.325
0.7907471790640301,0.79541015625,0.15166476193595002,0.8474776941579172,25,0.5,9,1.0,1.0
0.5901827518404767,0.7005615234375,0.2356628232803209,0.8329742415234042,13,0.01,5,9.0,0.1
0.7931414591002575,0.801513671875,0.1344048490409951,0.8694680909493201,5,0.5,5,9.0,0.55
0.8031865208330701,0.8099365234375,0.12956582158310193,0.8792453287261546,47,0.1325,11,7.0,0.55
0.7908239237561108,0.7972412109375,0.14423472336880963,0.8528888878679177,34,0.3775,9,1.0,0.1
0.7911896720398395,0.797119140625,0.1440192578765182,0.8573329666190452,56,0.3775,9,1.0,0.1
0.7980439412078522,0.806640625,0.1320733278863869,0.877976238334215,15,0.1325,9,5.0,0.775
0.7536431775309109,0.7794189453125,0.14924456987450008,0.8504125918604324,40,0.3775,1,3.0,0.1
0.8044668047411672,0.812255859375,0.12636382339470434,0.8857956478365007,200,0.1325,1,11.0,1.0
0.7728441779880859,0.7877197265625,0.13920709938076437,0.8677559222652028,40,0.1325,13,5.0,0.1
0.6982763687417806,0.7474365234375,0.1655832066072762,0.8397686887673981,13,0.255,1,11.0,0.325
0.8096270510176466,0.8160400390625,0.12483867683324931,0.8884813357533135,65,0.1325,3,11.0,1.0
0.8095116957063184,0.8143310546875,0.12696350220911645,0.882183637400597,21,0.5,5,7.0,0.325
0.7899861496167334,0.8006591796875,0.14025165258753128,0.8747986047314914,105,0.1325,13,1.0,0.325
0.7998515850654883,0.806884765625,0.13825103878990747,0.8695766155459431,77,0.255,13,7.0,0.55
0.7688845267782398,0.7784423828125,0.22911763697440096,0.8478616025289085,7,0.01,13,1.0,0.775
0.7693918732532852,0.78125,0.17436343899307422,0.8460000471967136,9,0.1325,16,11.0,0.55
0.8075346631090025,0.8125,0.12559385857479097,0.8868988536141023,124,0.1325,7,1.0,0.325
0.8042640100416208,0.810546875,0.131887954034634,0.8739095244569124,18,0.255,9,3.0,0.55
0.7982768172964486,0.80615234375,0.14002593635897823,0.8741876230864885,145,0.5,13,11.0,0.1
0.6883031769650264,0.74365234375,0.17656992047782333,0.8256349089169559,5,0.255,5,9.0,0.1
0.7630121822904303,0.773681640625,0.1483618381875676,0.8417142653876776,5,0.5,13,11.0,0.55
0.8074403049429983,0.8128662109375,0.12718479721477163,0.8819291371278238,21,0.5,3,13.0,1.0
0.5795671576588723,0.6951904296875,0.20425734626181877,0.6678778053416795,8,0.255,1,13.0,0.1
0.799738235861692,0.8033447265625,0.1341269160138736,0.8727275878782967,34,0.5,7,11.0,0.775
0.7773137878172822,0.786865234375,0.14922809097769116,0.8480660520095253,4,0.255,11,3.0,0.55
0.7914911247013345,0.7987060546875,0.1375926115745283,0.8658988916916869,34,0.255,13,11.0,0.775
0.8114032557713197,0.8145751953125,0.12995779162804758,0.8818751184703643,200,0.255,5,7.0,0.775
0.8073934293369254,0.8116455078125,0.1299369452965357,0.8795099923030374,65,0.3775,5,9.0,0.775
0.787680708704886,0.799560546875,0.1796917915073073,0.8675302412246306,40,0.01,9,9.0,0.325
0.7948099878225642,0.7996826171875,0.13654944138399394,0.8654821266115189,21,0.5,11,15.0,0.775
0.7469949675100533,0.7730712890625,0.1523181221828714,0.8498774869378918,25,0.1325,16,5.0,0.1
0.7800796801804929,0.7861328125,0.14649592562599256,0.8503759065092967,13,0.5,11,3.0,0.325
0.8082032968965729,0.8131103515625,0.1278869767043263,0.882540049161155,65,0.255,7,7.0,0.325
0.7804790514602208,0.79150390625,0.24449176211626286,0.8323579345854941,2,0.01,7,15.0,1.0
0.7863876557737342,0.79833984375,0.19124980070719083,0.8671807210195994,90,0.01,16,13.0,1.0
0.7632161266103514,0.773681640625,0.15515729963936437,0.8419481954113797,8,0.3775,16,13.0,0.325
0.7046820320098814,0.7520751953125,0.24073489903014297,0.8278834007278736,6,0.01,3,13.0,0.325
0.7208502223510114,0.7337646484375,0.17198100945909692,0.7848961049276223,7,0.5,16,1.0,1.0
0.7553948648620697,0.768310546875,0.2382167604916645,0.8395535538951316,9,0.01,16,5.0,0.775
0.8010979698138798,0.8050537109375,0.13627963854486297,0.8757813127048889,65,0.5,11,15.0,1.0
0.8032257052856159,0.8092041015625,0.13617493097253136,0.8749933781897025,124,0.5,13,15.0,0.325
0.7743083051935147,0.7860107421875,0.14455704674488914,0.8556961873756866,77,0.3775,16,9.0,0.325
0.7854075288784905,0.7960205078125,0.1412151488736824,0.8618055165440144,124,0.255,16,7.0,0.55
0.7845143559932499,0.79541015625,0.1951078776734296,0.8648274984481819,25,0.01,9,7.0,0.55
0.785926863178994,0.7991943359375,0.1345264546498136,0.8732636673642452,15,0.255,3,5.0,0.325
0.7641116016003576,0.7860107421875,0.14699081541696726,0.8594061762399074,9,0.3775,5,7.0,0.1
0.7980551525686775,0.802978515625,0.13413224749660208,0.8694513145363719,21,0.3775,11,15.0,0.775
0.7570726788850632,0.7686767578125,0.1958518133347689,0.833647038333129,3,0.1325,13,13.0,1.0
0.7481576537293,0.77783203125,0.1563770585698719,0.871099231647248,200,0.01,13,15.0,0.1
0.8039598813008212,0.809814453125,0.13389439685952872,0.8768073887499324,145,0.255,13,13.0,1.0
0.7999399279830659,0.802978515625,0.13763829478415782,0.8702519879875315,77,0.5,7,15.0,0.325
0.745958292535789,0.7581787109375,0.1651205568137703,0.8015003334051031,11,0.3775,16,1.0,0.775
0.8029193736040583,0.809814453125,0.12896423987799477,0.8794275720834085,15,0.3775,5,15.0,0.325
0.8004191011097394,0.8076171875,0.12751508206302023,0.8827995614743112,47,0.5,1,13.0,1.0
0.7730914296271882,0.792236328125,0.1497422572806973,0.8678709207473201,170,0.01,3,13.0,0.325
0.7618077996569879,0.7847900390625,0.1526340338889795,0.8559036997698707,25,0.1325,1,9.0,0.775
0.7692597377212007,0.781005859375,0.17004599951419974,0.8408744701768631,15,0.1325,16,11.0,0.55
0.8028688505710359,0.8067626953125,0.1364436868272056,0.8752931956609374,90,0.3775,9,13.0,0.55
0.7793215607840777,0.7943115234375,0.15764832118431454,0.8654895054487493,124,0.01,16,1.0,1.0
0.7432912790468129,0.768310546875,0.1739089786149257,0.8286349631444483,3,0.255,7,3.0,0.1
0.7251936767895995,0.7667236328125,0.17486706814858977,0.8640852291898169,90,0.01,7,7.0,0.1
0.8064830352004011,0.8126220703125,0.12523034743822,0.886882494871186,47,0.1325,7,5.0,0.775
0.7847784111273217,0.796142578125,0.15880726510523432,0.8684635945225918,65,0.01,7,15.0,0.55
0.8149330711091262,0.8194580078125,0.12575824747345207,0.8858533559125753,90,0.255,5,3.0,0.325
0.7367400739654896,0.7535400390625,0.23271036662134847,0.7157912755273832,13,0.01,1,9.0,1.0
0.7837843852779489,0.7938232421875,0.14005308268683195,0.8666087219109072,65,0.3775,13,7.0,0.1
0.8102339993227308,0.8154296875,0.12258282395340062,0.8917130576251685,170,0.1325,3,9.0,1.0
0.7335522627538357,0.7635498046875,0.18226711205304044,0.8313577540824288,105,0.01,1,11.0,1.0
0.7515479723653494,0.7777099609375,0.14721128428326397,0.8607621071926469,21,0.255,3,11.0,0.1
0.8053319745309844,0.8118896484375,0.1268577083837974,0.8836904168465258,21,0.3775,3,13.0,0.55
0.8111494474665186,0.815673828125,0.12788668782288315,0.8823956745534601,56,0.3775,5,13.0,0.325
0.7995457267895724,0.8038330078125,0.1375974501613461,0.8739005445512265,77,0.5,9,15.0,0.775
0.7946953354109096,0.799072265625,0.13389785190373127,0.8716119912230819,21,0.5,9,11.0,0.325
0.7928391183840902,0.8046875,0.14347860512796567,0.8754526760014526,124,0.01,9,15.0,0.325
0.79512885226918,0.8038330078125,0.13545277228595137,0.8741207262697117,90,0.3775,13,11.0,0.1
0.8069060288623318,0.81298828125,0.12651870480037924,0.8844013260466619,29,0.255,5,15.0,0.325
0.8076477052478159,0.8123779296875,0.13310440062592638,0.8826828227003941,145,0.255,11,9.0,1.0
0.8073275832128094,0.81494140625,0.1255230051283474,0.8873327431655783,200,0.255,1,7.0,0.1
0.7505357972642901,0.764892578125,0.15905993087126613,0.8293967584768047,9,0.3775,16,7.0,0.775
0.7703925318666328,0.783935546875,0.15355960910543504,0.8447450183625149,56,0.3775,16,1.0,0.1
0.7798243648512198,0.791259765625,0.14684450547220534,0.8608201633270816,13,0.1325,13,7.0,0.55
0.8038955851837757,0.80859375,0.13955601893182915,0.870210290596013,65,0.5,11,15.0,1.0
0.7914237550944604,0.7996826171875,0.13761480433481396,0.8658942973213358,34,0.255,13,11.0,0.55
0.8105492517560935,0.8145751953125,0.1398920919940936,0.8803997686943363,200,0.3775,9,9.0,0.55
0.6506450256302959,0.7276611328125,0.23800168057307208,0.8418703347562655,9,0.01,7,11.0,0.1
0.8011489807005889,0.8048095703125,0.13410224152251993,0.8754583145468833,77,0.5,5,7.0,0.325
0.798203031603828,0.803466796875,0.13779157170459894,0.8683696187654133,77,0.3775,9,9.0,0.1
0.8090102947242818,0.81396484375,0.12598679754417774,0.8867928350376707,124,0.1325,9,7.0,0.55
0.6765535556610871,0.7381591796875,0.17649521384124195,0.8079850783204401,7,0.255,1,5.0,0.55
0.7799501756646514,0.7900390625,0.24094283527667973,0.8514869435999968,3,0.01,9,5.0,0.775
0.7793778485008029,0.7908935546875,0.23609584207523293,0.8600794255255002,5,0.01,9,15.0,0.775
0.8065508172356639,0.8125,0.1267303653810248,0.8837373003076071,25,0.255,5,1.0,0.55
0.7725893669151347,0.78662109375,0.19823305161014265,0.8516929941490694,29,0.01,3,13.0,0.775
0.6479336783408896,0.7198486328125,0.1764400210767573,0.764884245883183,4,0.5,1,5.0,0.325
0.800096962509949,0.8045654296875,0.14872028026614148,0.8709526990777219,105,0.5,9,3.0,0.325
0.764591447426505,0.7720947265625,0.1521873872243736,0.8300388913450207,5,0.5,13,7.0,1.0
0.7697301503432632,0.7796630859375,0.1510374106368384,0.8424759563025259,18,0.3775,16,9.0,1.0
0.7642835512767974,0.7857666015625,0.1529440123815828,0.8494536562730175,21,0.255,1,3.0,0.325
0.8069434528104261,0.8128662109375,0.1285293084084247,0.8805846572951257,56,0.1325,9,3.0,0.325
0.6296559685983079,0.7176513671875,0.18462849949712334,0.8218842320304603,9,0.1325,3,5.0,0.1
0.7641243748781921,0.7806396484375,0.14613865218429034,0.8481320438745663,21,0.3775,16,9.0,0.1
0.778397439488214,0.794189453125,0.14317018749532812,0.8640106750891221,9,0.255,9,15.0,0.1
0.8065285481677846,0.8123779296875,0.12487532506111382,0.8865750897277049,65,0.1325,9,7.0,0.775
0.7989673653560427,0.805908203125,0.13320418613418838,0.8711507442845162,5,0.5,7,5.0,0.55
0.8060597658019322,0.812255859375,0.12347585800205263,0.8897872507197325,124,0.1325,3,1.0,0.325
0.8072568463261257,0.8116455078125,0.1303344370073872,0.8789086866804401,105,0.255,9,15.0,0.1
0.7947529062950563,0.8016357421875,0.13551200213157366,0.8689894410927583,25,0.255,13,9.0,1.0
0.7606810732318976,0.773193359375,0.15146208825224688,0.8365669695261679,40,0.3775,16,3.0,1.0
0.7606942801944507,0.7772216796875,0.15728779312965113,0.8305851341350788,3,0.3775,11,9.0,0.1
0.7361817869779413,0.76025390625,0.20034033706009574,0.7502891842883394,4,0.1325,1,9.0,1.0
0.7327150021071018,0.7481689453125,0.21713311766798515,0.7957797158131337,3,0.1325,16,15.0,0.55
0.7525332347766143,0.770263671875,0.15600447692437494,0.8243724664396909,7,0.5,13,15.0,0.1
0.7903722234155441,0.7987060546875,0.13815229084015296,0.8647036592837224,29,0.255,13,11.0,0.55
0.7826023394105374,0.7945556640625,0.16038557397893105,0.8652725954788473,65,0.01,5,11.0,0.775
0.8092593221002713,0.81298828125,0.14032568046694716,0.8798193465733342,200,0.3775,9,13.0,1.0
0.7604485045199635,0.7796630859375,0.16156784665325047,0.8187825099560353,3,0.3775,3,11.0,0.55
0.7856513544643907,0.7955322265625,0.21119752327472993,0.8544999804043142,15,0.01,13,1.0,1.0
0.7908231661561524,0.802490234375,0.13426564613389375,0.873321340634484,25,0.3775,1,7.0,1.0
0.7913893663875977,0.8016357421875,0.13663888344338895,0.8755870265283816,145,0.5,16,15.0,0.1
0.7951281752622645,0.804931640625,0.13312473872278008,0.8752810484241762,8,0.255,5,9.0,0.775
0.8061626601499604,0.8094482421875,0.13220974708700114,0.8770489412517167,200,0.3775,3,1.0,1.0
0.8140554543382356,0.8192138671875,0.12318329191461225,0.890314071853307,105,0.1325,5,9.0,1.0
0.7221454675326611,0.738037109375,0.17058528554935,0.7817724203706864,2,0.5,13,3.0,0.325
0.7809574606936057,0.7958984375,0.17059732873938682,0.8637322284011864,124,0.01,16,3.0,0.325
0.8072840572015922,0.812255859375,0.1280573544534095,0.8809254760411591,29,0.255,9,13.0,0.775
0.7711232365342977,0.783447265625,0.15357127707676438,0.8508924947270898,29,0.1325,16,5.0,0.775
0.7973145829957383,0.8046875,0.13191282310266034,0.8728876599180239,8,0.5,5,3.0,0.55
0.79576645726304,0.8023681640625,0.13801228828302226,0.8713160720054781,90,0.3775,11,9.0,0.1
0.7617206335190438,0.7747802734375,0.15652332597109953,0.8368168058169183,13,0.255,16,5.0,0.775
0.7982583961405907,0.802978515625,0.13662864500946034,0.8699010755490603,40,0.3775,11,11.0,1.0
0.7998615642421425,0.8052978515625,0.13955715355635445,0.8676753119490453,90,0.5,13,15.0,0.55
0.7774162308602566,0.788330078125,0.15606092611047706,0.8543460341917218,8,0.1325,13,7.0,0.775
0.708856343194934,0.7294921875,0.19071723272903585,0.8139109807330902,3,0.255,16,13.0,0.775
0.7666815425055538,0.781982421875,0.14652632123834552,0.8516112352403241,65,0.1325,16,1.0,0.325
0.7911472290335758,0.79638671875,0.14918250747574346,0.8594403903766875,34,0.5,11,3.0,0.775
0.7027736084275975,0.7191162109375,0.1790081853514709,0.7636738729365621,5,0.5,16,1.0,0.325
0.7900806870824062,0.8023681640625,0.13547626248777828,0.8738523384683774,21,0.1325,3,15.0,0.55
0.7716887438132429,0.780029296875,0.15053721017266689,0.8420298150967808,15,0.5,13,3.0,0.55
0.7932641689659444,0.799560546875,0.14076659486024423,0.8672485923997838,65,0.5,13,11.0,0.775
0.7686693657648599,0.78466796875,0.19021910422553662,0.8511748744744927,40,0.01,3,7.0,0.55
0.7026537245776381,0.7457275390625,0.235408396669819,0.8300153277940541,9,0.01,13,3.0,0.1
0.7832142612470947,0.7960205078125,0.1363336786539251,0.8685244351239058,25,0.1325,9,1.0,0.1
0.7888218508969835,0.7991943359375,0.21343731312150205,0.8609444201615729,15,0.01,9,11.0,0.55
0.8051852446631422,0.8123779296875,0.1286159921574262,0.8827227101884408,21,0.1325,7,13.0,1.0
0.799972718707032,0.809814453125,0.12909399015011258,0.8831436519689277,65,0.1325,5,5.0,0.1
0.8083617688495787,0.8125,0.12883271111147881,0.8807243679207977,47,0.3775,7,15.0,1.0
0.726070920925576,0.7408447265625,0.19715743607685546,0.8280705517080024,6,0.1325,16,9.0,0.775
0.7720574202061121,0.783935546875,0.2367516387815265,0.8470132450824399,11,0.01,16,9.0,1.0
0.7654254500443535,0.7777099609375,0.24089034324374675,0.8390587193248336,7,0.01,16,11.0,1.0
0.7979323268325925,0.8038330078125,0.13035293988754143,0.8768237474928486,13,0.3775,9,15.0,0.55
0.7348514647266825,0.749267578125,0.16099215700946642,0.8124660164518834,8,0.3775,16,3.0,0.325
0.7877399597439174,0.7926025390625,0.14339017508412089,0.8535524263252687,18,0.5,11,9.0,0.55
0.7815782502320221,0.7908935546875,0.14911082355564367,0.845724524199001,2,0.3775,9,1.0,1.0
0.7777860711475927,0.7930908203125,0.2026085698784845,0.862336166319548,65,0.01,16,9.0,0.325
0.8089784570032077,0.8133544921875,0.12579003310693243,0.8857565260768456,47,0.255,7,7.0,1.0
0.7747915388723616,0.7918701171875,0.15021353655576955,0.8601756636620181,11,0.1325,3,1.0,0.55
0.8073026010564492,0.813720703125,0.1250696974973125,0.8870833941565318,105,0.3775,1,11.0,0.325
0.7889737327110313,0.7979736328125,0.14691272158475752,0.861929181679294,4,0.255,11,13.0,0.325
0.7923780035800105,0.8018798828125,0.1463095109834222,0.8685271499791131,8,0.1325,11,9.0,0.325
