trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time,dataset
0,0.09915644566638401,balanced,0.6351221010640696,1500,elasticnet,saga,0.7788095238095238,0.137624,31
1,71.77141927992021,balanced,0.024810409748678097,1500,elasticnet,saga,0.7803809523809524,0.839787,31
2,0.0017707168643537846,balanced,0.0004207053950287938,1500,elasticnet,saga,0.749095238095238,0.082284,31
3,0.00029152036385288323,balanced,0.29154431891537513,1500,elasticnet,saga,0.5,0.026847,31
4,6.4405075539937195,balanced,0.06796578090758151,1500,elasticnet,saga,0.7822857142857143,0.610262,31
5,0.00014610865886287216,balanced,0.7579479953348001,1500,elasticnet,saga,0.5,0.028416,31
6,456.6054873446131,balanced,0.0007068974950624604,1500,elasticnet,saga,0.7803095238095238,1.306441,31
7,0.002848391870910803,balanced,0.0005415244119402539,1500,elasticnet,saga,0.7569047619047619,0.08477,31
8,0.027160511446548512,balanced,0.012561043700013555,1500,elasticnet,saga,0.785142857142857,0.106464,31
9,0.2854697857797185,balanced,0.0014618962793704966,1500,elasticnet,saga,0.7893333333333332,0.282545,31
10,1.4879407303218222,balanced,0.002766416373396857,1500,elasticnet,saga,0.7857380952380952,0.43752,31
11,1.3941108780691058,balanced,0.002440077192766222,1500,elasticnet,saga,0.7859999999999999,0.434381,31
12,0.1505471751647399,balanced,0.0030832935277419313,1500,elasticnet,saga,0.7906428571428572,0.246715,31
13,0.04121620481794259,balanced,0.00011898441102833139,1500,elasticnet,saga,0.788047619047619,0.136707,31
14,3764.3934677033494,balanced,0.0032992632816126106,1500,elasticnet,saga,0.7802857142857141,1.113317,31
15,16.03919167494198,balanced,0.006021338341710762,1500,elasticnet,saga,0.7810714285714286,0.7076,31
16,0.20624222459181504,balanced,0.0011264370537118467,1500,elasticnet,saga,0.7897857142857143,0.282808,31
17,0.012536347745304838,balanced,0.00013099399660447073,1500,elasticnet,saga,0.7796666666666667,0.089026,31
18,0.31752071387365033,balanced,0.02523922132627945,1500,elasticnet,saga,0.7892142857142858,0.296428,31
19,0.004706016116651622,balanced,0.0010635272845325836,1500,elasticnet,saga,0.7649285714285715,0.086604,31
20,11.414664381428027,balanced,0.000254892772025981,1500,elasticnet,saga,0.7811904761904762,0.652375,31
21,0.18703416806613718,balanced,0.0013724913856854467,1500,elasticnet,saga,0.7900952380952381,0.267262,31
22,0.43167422224749735,balanced,0.006248817107933979,1500,elasticnet,saga,0.7886428571428572,0.317179,31
23,0.08734664990573208,balanced,0.001399403846789746,1500,elasticnet,saga,0.7901428571428571,0.199179,31
24,0.05602981966600034,balanced,0.011737622384572117,1500,elasticnet,saga,0.7891190476190477,0.15669,31
25,2.663738328145877,balanced,0.0002751181101888037,1500,elasticnet,saga,0.7838809523809523,0.502761,31
26,0.012457524632099416,balanced,0.0019147744929326844,1500,elasticnet,saga,0.7796190476190475,0.089917,31
27,32.05059494511791,balanced,0.005709457231557913,1500,elasticnet,saga,0.7806190476190477,0.764893,31
28,0.11575358714733068,balanced,0.04488417353082116,1500,elasticnet,saga,0.79,0.226589,31
29,0.0006596760844803929,balanced,0.19879131118450777,1500,elasticnet,saga,0.5,0.037252,31
30,0.013247722626413693,balanced,0.003129533469089149,1500,elasticnet,saga,0.7802857142857142,0.08894,31
31,0.08777651326040128,balanced,0.03794896247126767,1500,elasticnet,saga,0.79,0.195168,31
32,0.6005866762485305,balanced,0.08322930632285376,1500,elasticnet,saga,0.7877619047619048,0.342743,31
33,0.1083357252706847,balanced,0.017901129510978823,1500,elasticnet,saga,0.790357142857143,0.222705,31
34,5.250181733269036,balanced,0.016112388116093834,1500,elasticnet,saga,0.7823571428571428,0.585015,31
35,0.12614589738586013,balanced,0.004987865290886412,1500,elasticnet,saga,0.7905952380952381,0.312579,31
36,0.0013572940123341161,balanced,0.0070162214552563764,1500,elasticnet,saga,0.7387619047619047,0.08137,31
37,0.030059530648294547,balanced,0.018875701598253636,1500,elasticnet,saga,0.7854047619047618,0.117956,31
38,0.9967161516745902,balanced,0.004316312586870336,1500,elasticnet,saga,0.7867857142857142,0.39297,31
39,128.8187733376003,balanced,0.0007087963161648776,1500,elasticnet,saga,0.7803095238095238,0.91532,31
40,0.0094952241898438,balanced,0.009666817848723414,1500,elasticnet,saga,0.775357142857143,0.090846,31
41,0.14261650315800362,balanced,0.0012572214901978213,1500,elasticnet,saga,0.7907857142857143,0.24961,31
42,0.587695948237696,balanced,0.0006830881316749562,1500,elasticnet,saga,0.787952380952381,0.345066,31
43,0.09215274020344695,balanced,0.0003318494919985634,1500,elasticnet,saga,0.7900714285714285,0.206914,31
44,2.6974326164289995,balanced,0.001994833905973481,1500,elasticnet,saga,0.7839047619047619,0.514031,31
45,0.026742742670621697,balanced,0.0039856394848571865,1500,elasticnet,saga,0.7852857142857144,0.10643,31
46,0.004332471452233587,balanced,0.0008652617510857899,1500,elasticnet,saga,0.7632857142857143,0.088791,31
47,0.12145478793323222,balanced,0.00868164845334626,1500,elasticnet,saga,0.790547619047619,0.227607,31
48,0.17875695949186501,balanced,0.010135100550414505,1500,elasticnet,saga,0.7901428571428571,0.261561,31
49,1.225351326143484,balanced,0.029464980262515938,1500,elasticnet,saga,0.7863095238095239,0.413087,31
50,0.022195201271811245,balanced,0.09517471047608447,1500,elasticnet,saga,0.7806904761904762,0.092374,31
51,0.08307789094531949,balanced,0.0021326218459498266,1500,elasticnet,saga,0.7902142857142858,0.187817,31
52,0.05536969377958965,balanced,0.0021827817622367025,1500,elasticnet,saga,0.7892142857142856,0.159842,31
53,0.23643873376947275,balanced,0.008159339778198441,1500,elasticnet,saga,0.789547619047619,0.27511,31
54,0.42587709795538453,balanced,0.004526634591709631,1500,elasticnet,saga,0.7886428571428572,0.315669,31
55,0.13784891227448332,balanced,0.015838778158373052,1500,elasticnet,saga,0.7904047619047618,0.242835,31
56,9328.312256143874,balanced,0.01729488972688842,1500,elasticnet,saga,0.7802857142857141,1.127488,31
57,0.15802327735647811,balanced,0.05121720846961551,1500,elasticnet,saga,0.7901904761904762,0.259085,31
58,0.9696963093170036,balanced,0.014097501559869842,1500,elasticnet,saga,0.7866666666666666,0.373893,31
59,3.563822482165618,balanced,0.023552057060251836,1500,elasticnet,saga,0.7832380952380952,0.547333,31
60,0.006131949813438299,balanced,0.14858644705810375,1500,elasticnet,saga,0.7293095238095237,0.08372,31
61,0.05484123246283154,balanced,0.002769767894247968,1500,elasticnet,saga,0.7890714285714286,0.15953,31
62,0.364184621445561,balanced,0.004800187211026266,1500,elasticnet,saga,0.788547619047619,0.306203,31
63,0.043803803520370305,balanced,0.0017633679752343033,1500,elasticnet,saga,0.7882857142857143,0.140831,31
64,0.01993481463208393,balanced,0.00047117361288971703,1500,elasticnet,saga,0.7840238095238096,0.094883,31
65,0.1321607090456676,balanced,0.9074966324558182,1500,elasticnet,saga,0.7768333333333335,0.128925,31
66,0.07944277015820464,balanced,0.008219422264476422,1500,elasticnet,saga,0.7902619047619048,0.192122,31
67,0.26854197556694326,balanced,0.008200635029215734,1500,elasticnet,saga,0.7894047619047619,0.288787,31
68,0.7949062777693536,balanced,0.012054425633226694,1500,elasticnet,saga,0.7874047619047619,0.365203,31
69,1.804354822326796,balanced,0.03245400250422637,1500,elasticnet,saga,0.7850714285714286,0.465566,31
70,0.03496173274077995,balanced,0.02327283976621333,1500,elasticnet,saga,0.7863571428571428,0.122692,31
71,0.07671744514546158,balanced,0.0060156736573686205,1500,elasticnet,saga,0.7900476190476191,0.182423,31
72,0.11817135479919197,balanced,0.0031276639383622912,1500,elasticnet,saga,0.7905714285714286,0.22728,31
73,0.15016160845374568,balanced,0.0029329871716798,1500,elasticnet,saga,0.7906428571428572,0.247234,31
74,0.1456766940778742,balanced,0.0030635657792503035,1500,elasticnet,saga,0.7908571428571429,0.243305,31
75,0.5421246491891036,balanced,0.0032609048312177294,1500,elasticnet,saga,0.7880952380952382,0.334853,31
76,0.2204065819070699,balanced,0.001164565115741762,1500,elasticnet,saga,0.7896904761904763,0.281481,31
77,0.01593977858762789,balanced,0.001475853158269682,1500,elasticnet,saga,0.7827619047619048,0.08703,31
78,0.37556885914873317,balanced,0.003437716224931289,1500,elasticnet,saga,0.7886666666666666,0.307188,31
79,0.045307054527142614,balanced,0.0026463851919979477,1500,elasticnet,saga,0.788595238095238,0.143951,31
80,0.008469182056514235,balanced,0.005131721562310145,1500,elasticnet,saga,0.7744761904761905,0.087132,31
81,0.1919871178792869,balanced,0.0035647886744112228,1500,elasticnet,saga,0.7899285714285715,0.26573,31
82,0.12506696039846307,balanced,0.006609516236975962,1500,elasticnet,saga,0.7906666666666669,0.231806,31
83,0.13057441355751992,balanced,0.006707203025816481,1500,elasticnet,saga,0.7904285714285715,0.240992,31
84,0.3123203409087282,balanced,0.006727527403699317,1500,elasticnet,saga,0.7894285714285715,0.299378,31
85,0.6929436480038691,balanced,0.0026467500997004096,1500,elasticnet,saga,0.7877857142857143,0.352804,31
86,1.743525249704436,balanced,0.0009438928055958083,1500,elasticnet,saga,0.7852142857142856,0.4567,31
87,0.030127818338240908,balanced,0.004237653880220064,1500,elasticnet,saga,0.7858809523809523,0.11905,31
88,0.13380025561671294,balanced,0.009751750857422909,1500,elasticnet,saga,0.7904285714285714,0.240909,31
89,0.0572930889983074,balanced,0.001713301195597143,1500,elasticnet,saga,0.7894285714285714,0.169642,31
90,0.10458377851903329,balanced,0.005028750610387375,1500,elasticnet,saga,0.7903571428571428,0.216309,31
91,0.15164381888263578,balanced,0.007373451612175413,1500,elasticnet,saga,0.7906428571428572,0.246771,31
92,0.268377186082088,balanced,0.5115365566131105,1500,elasticnet,saga,0.7881428571428571,0.259232,31
93,0.44840143130195975,balanced,0.006461981577473272,1500,elasticnet,saga,0.7884761904761906,0.339277,31
94,0.16486339491046467,balanced,0.003990167664941662,1500,elasticnet,saga,0.7904047619047618,0.262488,31
95,0.06278648141336904,balanced,0.007358052209212778,1500,elasticnet,saga,0.7897380952380952,0.172309,31
96,0.10407987135352735,balanced,0.010963353626086605,1500,elasticnet,saga,0.7903095238095238,0.213426,31
97,0.03485244291313837,balanced,0.002131306149911473,1500,elasticnet,saga,0.7871190476190476,0.125431,31
98,0.018466659738890532,balanced,0.0028470563699522643,1500,elasticnet,saga,0.7837380952380953,0.097288,31
99,676.8517949941958,balanced,0.0012681335076466492,1500,elasticnet,saga,0.7802857142857142,1.111249,31
100,0.023441926146948493,balanced,0.17229428125126015,1500,elasticnet,saga,0.7777380952380952,0.08162,31
101,0.06338991972380846,balanced,0.1437596562771226,1500,elasticnet,saga,0.787952380952381,0.153037,31
102,3.095934801746059,balanced,0.0010336078924970626,1500,elasticnet,saga,0.7833095238095239,0.517621,31
103,0.0006915389870930434,balanced,0.00017133374855986554,1500,elasticnet,saga,0.7378333333333333,0.075342,31
104,24.341035298636815,balanced,0.06184699854258906,1500,elasticnet,saga,0.7808809523809523,0.721311,31
105,72.82251063233787,balanced,0.14174124202175623,1500,elasticnet,saga,0.7804047619047618,0.84875,31
106,0.0004083293178216833,balanced,0.0018651870285047358,1500,elasticnet,saga,0.7281666666666669,0.072517,31
107,84.75907675339143,balanced,0.002060520391100171,1500,elasticnet,saga,0.7804047619047618,0.856428,31
108,0.5769841450775586,balanced,0.000530081772737079,1500,elasticnet,saga,0.788,0.331558,31
109,0.03872890467175543,balanced,0.006601226339381351,1500,elasticnet,saga,0.7874285714285714,0.127003,31
110,5823.634489240783,balanced,0.0001010145587482718,1500,elasticnet,saga,0.7802857142857141,1.175571,31
111,0.09288409325831926,balanced,0.7544529910623248,1500,elasticnet,saga,0.774952380952381,0.112202,31
112,0.6421910796820983,balanced,0.023412249347369653,1500,elasticnet,saga,0.7878095238095237,0.339182,31
113,0.008934759732930508,balanced,0.714598317479541,1500,elasticnet,saga,0.6276309523809525,0.082597,31
114,0.5660503899037282,balanced,0.00045208932276453003,1500,elasticnet,saga,0.7880952380952382,0.334539,31
115,2.5967783504960606,balanced,0.0004471485231541687,1500,elasticnet,saga,0.7839523809523808,0.50771,31
116,1433.5466142844305,balanced,0.00035904682983825537,1500,elasticnet,saga,0.7802857142857141,1.114957,31
117,0.4291667355162813,balanced,0.004038912118111431,1500,elasticnet,saga,0.7886666666666666,0.310766,31
118,0.0035233342029833297,balanced,0.007014155575231952,1500,elasticnet,saga,0.7581190476190477,0.095254,31
119,13.212928705680302,balanced,0.002662233653656765,1500,elasticnet,saga,0.7811666666666668,0.659135,31
120,0.351317918163456,balanced,0.019349632507113385,1500,elasticnet,saga,0.7888333333333334,0.300409,31
121,0.24949129223148944,balanced,0.025886003431930288,1500,elasticnet,saga,0.7894761904761906,0.273189,31
122,0.16509484974673744,balanced,0.022430915158881803,1500,elasticnet,saga,0.7904523809523809,0.258959,31
123,0.0026780903325352382,balanced,0.020104962610801764,1500,elasticnet,saga,0.7455,0.084751,31
124,0.11865514970179922,balanced,0.0186499221973193,1500,elasticnet,saga,0.7905238095238095,0.2249,31
125,0.1053462375178818,balanced,0.0521415710876063,1500,elasticnet,saga,0.7899285714285714,0.212424,31
126,0.012089048623288511,balanced,0.05562264467772589,1500,elasticnet,saga,0.7757857142857143,0.088917,31
127,3.2410608630168958,balanced,0.05424978193520354,1500,elasticnet,saga,0.7834047619047618,0.537197,31
128,0.10185524871174226,balanced,0.29750379500951035,1500,elasticnet,saga,0.7867619047619048,0.214225,31
129,0.02153179942034277,balanced,0.011491935443846985,1500,elasticnet,saga,0.7844761904761905,0.10163,31
130,0.00167088793605083,balanced,0.08187010236798285,1500,elasticnet,saga,0.6722499999999999,0.081905,31
131,0.00012880540449176797,balanced,0.03299067314340218,1500,elasticnet,saga,0.5,0.038868,31
132,0.15239171750121813,balanced,0.01166355922282237,1500,elasticnet,saga,0.7906190476190476,0.256409,31
133,0.10105215820193161,balanced,0.011461129834934289,1500,elasticnet,saga,0.7902142857142855,0.213292,31
134,0.03245093181413033,balanced,0.013410393804631668,1500,elasticnet,saga,0.7863809523809524,0.124359,31
135,1.7138022787139655,balanced,0.005350412057833795,1500,elasticnet,saga,0.7852619047619047,0.446989,31
136,8.925138377247706,balanced,0.008196857133581531,1500,elasticnet,saga,0.7814761904761905,0.628292,31
137,0.15278646193382195,balanced,0.012943686489058909,1500,elasticnet,saga,0.7905952380952381,0.265467,31
138,0.00951946131358311,balanced,0.1900231994134426,1500,elasticnet,saga,0.740952380952381,0.080721,31
139,0.23670538695622262,balanced,0.10035890355454209,1500,elasticnet,saga,0.7897380952380952,0.262496,31
140,5.925097877573637,balanced,0.03627705455343329,1500,elasticnet,saga,0.7822619047619047,0.58756,31
141,0.155372225649849,balanced,0.01401540191470814,1500,elasticnet,saga,0.7905238095238095,0.262352,31
142,1.3711948437566441,balanced,0.0037803036747791337,1500,elasticnet,saga,0.7859999999999999,0.421269,31
143,0.03854000687432915,balanced,0.014359661971356989,1500,elasticnet,saga,0.7873571428571429,0.133551,31
144,0.17979849979776463,balanced,0.0009265247353115812,1500,elasticnet,saga,0.7900238095238095,0.275098,31
145,0.056556580242665674,balanced,0.033232578867353424,1500,elasticnet,saga,0.7889285714285714,0.159709,31
146,1.037971922619338,balanced,0.004546015740928343,1500,elasticnet,saga,0.7865952380952381,0.387867,31
147,47.55016636789648,balanced,0.0012865173858774897,1500,elasticnet,saga,0.780547619047619,0.797357,31
148,0.005690769822638614,balanced,0.008699994734443705,1500,elasticnet,saga,0.7678571428571429,0.089999,31
149,0.1881107754195447,balanced,0.018985331907934857,1500,elasticnet,saga,0.7899047619047619,0.258014,31
