Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
49,0,1,13,1,23.678640480758737,94,29,11,2,0
30,1,2,7,5,2.9024589155045457,66,44,22,1,0
30,0,3,12,2,37.43185111584496,1,89,78,1,1
35,0,1,12,2,27.403404046603946,88,60,96,1,1
30,0,3,0,5,11.104046804326039,48,99,12,2,0
38,0,1,0,5,6.503688009052859,69,50,86,3,0
34,1,2,4,1,20.169393181599926,25,97,95,1,1
44,0,2,5,3,42.85809820975128,71,8,44,1,0
42,1,3,2,2,44.264727960051225,98,75,98,2,1
42,0,2,12,1,31.142319019781823,26,1,64,1,1
35,0,3,8,5,37.37682136150713,88,4,46,3,0
50,1,3,11,1,6.757789370143518,17,61,57,2,0
30,0,2,9,5,30.40630327339274,53,68,4,1,1
41,1,3,13,4,34.34828517435909,0,51,76,1,1
35,1,3,14,5,11.03564214568961,60,85,4,1,1
27,0,1,5,5,45.00773664551295,2,4,59,2,0
23,1,2,3,5,10.749836876050988,67,58,95,1,1
27,1,4,11,3,16.67386799232252,40,67,20,2,0
23,1,1,6,5,32.02784235117293,36,8,23,2,0
43,1,3,7,2,32.917503256536534,50,92,17,1,1
44,1,4,8,2,35.96923704936836,14,21,20,1,1
22,1,1,12,1,6.600585653410284,7,26,53,2,0
22,1,2,15,3,43.47322149642777,37,9,9,2,0
46,1,2,10,1,27.642356614162992,82,79,23,3,0
48,0,2,5,2,24.566089705253418,55,60,84,1,1
37,0,1,14,2,50.05488122567548,46,50,88,1,1
48,1,1,5,4,38.018914847050986,89,9,59,1,0
45,0,2,7,5,6.900301330968744,9,5,56,2,0
38,1,3,11,2,38.82695836131204,77,61,22,2,1
38,1,3,4,1,5.762446698643474,48,4,21,3,0
40,0,2,13,1,2.3735281256492424,40,69,67,2,0
24,1,1,2,5,21.181294763494854,82,62,33,1,1
37,1,2,11,5,50.678908640960934,29,55,69,2,0
47,1,2,2,4,9.744196809743132,4,58,27,3,0
29,1,4,12,3,34.6322171763395,94,62,94,2,1
48,0,3,5,1,9.669803310305968,70,88,98,2,0
41,1,3,1,5,37.2393487479193,82,58,38,3,0
40,1,4,15,1,26.267683411891305,30,50,41,2,0
25,1,1,5,5,34.998585504468814,51,49,22,2,0
20,0,3,15,2,11.14365879571173,87,3,69,1,1
24,1,2,12,1,38.2814166260251,97,47,79,2,0
28,0,4,5,2,50.780952981135336,22,31,1,1,0
31,0,2,7,1,34.282525031297986,47,50,23,2,0
45,1,3,6,3,25.673999903643885,39,51,16,1,1
33,1,3,7,4,47.15869943096324,5,98,64,3,1
21,0,1,13,2,1.792592111593815,37,73,69,3,0
36,1,2,8,5,37.496175964291055,40,33,68,2,0
33,0,3,5,3,45.43732584069065,99,35,59,1,1
45,0,2,13,1,4.083729181047873,26,69,49,1,1
32,1,2,15,2,23.503208520787908,74,42,92,2,0
46,1,2,2,1,11.235972697499946,68,15,11,2,0
28,0,1,9,1,29.325908279391506,56,58,46,2,0
45,0,3,2,1,33.47714793018302,16,52,66,2,0
44,0,2,15,4,16.131159146437753,70,18,64,2,0
34,0,1,10,4,23.999083483905043,90,97,26,2,0
44,1,2,11,5,14.966974263827975,46,88,47,2,0
41,1,2,0,2,19.469558222755687,78,94,87,2,0
34,1,1,10,3,8.97699783442118,12,40,61,2,0
43,1,2,14,3,45.27797217928157,10,80,43,1,1
49,1,2,12,3,1.5005205279568214,89,46,18,1,1
30,0,2,14,1,45.120459322189426,85,93,58,2,0
50,1,3,4,4,29.583943917486927,91,53,7,1,1
35,1,2,13,2,17.582892208850875,23,54,54,2,0
48,1,2,3,1,37.15285627301649,92,94,46,2,0
36,1,2,8,4,26.387607593133215,72,18,1,3,0
45,1,2,14,4,25.955432905380327,3,61,93,2,0
23,0,2,8,2,6.5071141459483215,45,98,93,1,1
20,0,2,14,2,20.475801297270433,17,92,38,1,1
27,0,3,13,2,13.053217292836832,42,58,44,3,0
36,1,2,4,1,1.7847952798139823,79,64,31,1,1
22,0,2,9,5,19.004981539105664,32,67,64,2,0
48,0,3,3,2,5.491106471280237,92,27,37,2,0
39,1,2,6,5,13.84150188625926,9,17,76,2,0
34,1,2,14,1,5.625831059154723,72,25,10,2,0
34,1,2,5,5,6.0470812778199425,58,18,9,2,0
50,0,1,3,3,10.950564720759413,30,54,58,3,0
43,0,3,12,5,50.99246222432001,27,56,89,1,1
41,1,3,12,2,1.1092071428624386,59,5,54,3,0
33,1,4,14,1,32.93363180602026,2,0,19,2,0
45,0,2,9,2,8.062184901327868,54,7,80,3,0
47,0,2,1,3,47.03140683553879,13,96,16,1,0
42,1,1,0,2,5.6816446666814615,57,50,67,1,0
33,1,2,3,2,48.753159356311826,88,84,4,3,0
43,0,2,3,2,31.546319374173898,14,87,59,3,0
21,1,4,12,4,1.0634038457745123,1,24,22,2,0
32,0,2,0,3,45.7003598958403,23,46,45,2,0
45,0,2,5,2,27.085590068345915,77,54,51,3,0
33,0,2,3,2,14.133486766524227,63,63,9,1,0
46,0,2,0,2,39.363958875781506,70,82,45,2,0
43,1,2,0,1,47.3332776943435,99,92,27,3,0
38,1,3,14,4,25.184541157339694,23,9,96,2,0
26,0,2,12,1,16.777673722155544,26,55,42,2,0
22,0,3,0,4,40.44725619674634,36,11,25,2,0
34,0,2,7,2,35.08927488942273,93,32,54,2,0
42,0,3,9,3,45.43762418751362,90,70,47,1,1
33,0,3,7,5,35.62570063805965,38,16,28,3,0
30,1,2,1,5,13.176416944976815,62,60,26,2,0
34,1,2,10,2,47.58296248795095,78,9,17,3,0
47,1,4,12,1,6.241787360299566,25,30,59,3,0
32,1,2,6,3,14.397137505342393,64,59,73,1,1
37,0,4,13,4,27.00973038619428,3,69,68,1,1
45,0,1,7,2,29.28710130354507,28,16,73,2,0
25,0,2,7,3,1.7655293313452716,0,49,20,2,0
22,0,3,10,3,40.028636291047,49,36,23,2,0
38,0,4,9,4,19.080365921269475,85,81,2,2,1
34,1,2,14,3,21.320927050106892,10,61,94,2,0
44,0,3,10,1,41.46847722184729,73,89,61,1,1
42,1,2,12,1,19.964169586377228,58,79,100,2,0
24,1,1,6,1,3.361243824737741,61,71,1,2,0
47,1,2,4,3,9.821988523517515,80,87,65,2,0
29,1,2,0,1,48.795158619409115,35,76,41,1,0
26,0,4,11,4,4.520268120125708,55,28,33,2,0
44,1,2,8,3,18.746560048400813,89,31,41,1,1
36,1,2,12,5,26.15895835256723,20,87,19,2,0
26,1,1,15,3,25.664041366928004,12,79,96,2,0
41,0,2,6,4,1.1979971506071376,8,10,67,1,1
45,0,2,1,5,26.058136572874517,10,95,44,2,0
49,0,3,5,3,20.18862289887046,74,5,74,2,0
31,1,2,1,1,49.603966773727855,69,34,41,1,0
44,1,4,14,2,8.957954199691493,0,32,46,1,1
36,0,4,0,2,18.70770983797475,69,17,4,3,0
32,1,2,13,1,21.974074254490986,76,36,88,2,0
39,0,4,6,2,20.53467685504744,85,12,48,3,0
44,0,3,12,2,34.291541382593124,55,73,36,2,0
23,1,2,15,1,11.775642877388442,30,100,33,2,0
29,1,1,1,1,12.053577640699592,85,89,72,2,0
22,1,2,12,3,37.460547425042655,36,80,69,2,0
28,1,2,13,3,26.01452593390898,46,63,17,1,1
32,0,3,13,1,21.75778380286552,90,0,77,2,1
37,0,2,1,4,9.460152583862591,77,62,18,2,0
34,0,3,12,2,10.37636114560833,46,88,77,1,1
23,0,2,10,3,1.5275818407950272,68,33,39,1,0
34,0,1,4,2,5.571313443085462,57,9,16,1,0
41,1,4,13,5,28.84193473451205,35,83,59,2,0
21,0,2,4,1,45.593656500420494,31,6,98,2,0
34,0,2,15,4,15.358238256527873,97,55,92,3,1
27,0,2,6,5,17.387361294806407,63,79,41,1,1
27,1,1,0,5,6.7802805305756095,70,36,80,1,0
36,1,2,7,5,20.431547280355137,41,28,71,2,0
31,1,2,2,1,2.8610852284664583,47,11,64,3,0
38,1,2,3,3,46.88003481309501,73,16,52,1,0
29,0,4,14,1,34.65556740622643,80,47,99,2,1
28,0,2,8,3,50.53744046966094,29,83,6,2,0
24,1,2,3,5,45.141158133924684,20,25,4,1,0
25,1,2,9,5,24.649529684907634,59,82,23,2,0
39,0,4,11,4,26.984251557518846,12,11,27,1,1
45,0,1,14,3,10.528802325859692,0,20,61,3,0
21,1,2,4,5,24.10196714197778,64,41,16,2,0
46,1,1,6,2,46.15139367464058,32,60,100,2,0
43,1,1,15,4,3.5426711817910563,37,57,19,2,0
46,1,3,3,1,44.17784014991549,24,53,2,2,0
32,0,3,13,4,18.047390082130487,25,33,36,2,0
25,0,2,0,2,45.97563825481549,76,6,89,1,1
24,0,2,8,3,48.043995317074234,58,34,14,2,0
44,1,2,3,1,34.5432443500953,91,14,50,1,0
20,1,4,8,1,34.221189329633894,32,64,47,2,0
40,0,4,5,3,23.637716885437005,100,89,7,1,1
41,0,2,14,4,42.777011227185376,40,98,12,2,0
40,0,3,0,5,49.08063792166416,29,24,47,1,0
25,0,3,11,4,39.75409001695596,56,58,2,3,0
25,1,2,2,2,32.09683668783546,48,78,64,2,0
42,0,2,10,5,31.33964479106684,47,85,72,2,0
35,0,2,1,4,43.47349507918312,71,5,30,3,0
23,0,3,15,3,28.06018828856492,48,51,25,2,0
49,0,4,8,2,41.19299431244113,46,78,80,3,1
30,0,3,15,2,26.444262758712288,55,87,55,1,1
49,0,3,14,2,4.122213748696207,64,20,33,2,0
49,0,2,11,5,20.19735044520776,11,70,8,2,0
49,1,3,0,1,23.222047883574938,68,92,61,3,0
50,1,3,12,5,8.08086224933086,87,95,12,1,1
43,1,2,13,4,6.12481645946064,5,31,68,3,0
42,1,2,8,1,27.773247482847708,88,52,40,2,0
28,0,3,8,4,5.257181827804107,64,58,76,3,1
42,1,1,7,1,16.1472583945042,24,68,0,2,0
22,1,3,7,5,38.229848798153796,0,61,88,1,1
38,0,1,10,2,49.22160897839904,31,3,46,3,0
50,0,2,13,3,36.89352902759643,2,85,3,3,0
27,1,3,11,2,50.631277422643514,48,17,99,2,0
24,1,2,0,5,35.916898563970136,18,98,62,1,1
23,0,2,10,1,15.689723532716375,59,80,51,1,1
43,1,2,7,2,34.60262702526809,28,55,9,2,0
50,0,3,9,5,36.107838259845195,49,23,27,1,1
25,0,1,13,4,19.58634923082303,1,65,5,2,0
21,0,4,2,3,1.8856925304694507,72,12,26,2,0
39,0,1,10,2,36.159989238774344,55,61,11,2,0
47,1,4,6,1,2.085004763777081,16,53,61,1,1
30,0,4,10,4,32.559403903003556,59,14,51,2,0
23,0,2,14,5,9.180824437127754,35,68,47,2,0
34,1,2,0,3,29.280176387402168,60,2,66,2,0
25,0,2,0,1,26.19565126903,16,36,45,2,0
41,1,2,15,5,1.6756821153091286,48,36,96,2,0
36,1,1,9,5,19.14329084975517,75,100,73,2,1
49,1,1,12,2,31.054558369815137,59,2,94,3,0
43,0,1,4,2,43.43032759493899,19,62,14,2,0
25,1,2,4,1,45.43210569182586,49,34,70,3,0
38,1,2,7,5,25.192498501661163,2,51,35,2,0
49,0,2,6,2,37.42112436497191,42,86,13,2,0
44,1,4,7,3,16.822728826672883,56,27,77,1,1
21,1,2,5,3,18.10932028793287,49,93,2,2,0
34,1,2,5,5,10.723175959115688,67,17,66,2,0
30,1,2,1,2,29.097405499661964,80,35,85,1,1
27,1,3,5,1,16.72820754636826,49,32,18,2,0
45,0,4,4,1,5.218544821925252,36,63,98,1,1
38,1,3,12,1,35.25030433315894,45,25,75,2,0
32,1,4,15,3,36.38766038026991,41,47,53,2,0
31,0,1,2,2,18.999620938952894,14,39,68,2,0
24,0,3,5,2,4.83616997280114,32,16,9,3,0
25,0,3,7,3,22.314885870171295,79,39,32,2,0
45,1,2,8,1,23.116772902510775,10,6,12,2,0
41,0,4,0,1,34.43354424489465,19,56,98,2,0
23,1,1,2,5,16.77081956293417,23,7,50,3,0
38,1,2,2,4,35.129963989065274,63,55,31,2,0
39,0,2,10,2,44.57442708786942,79,30,74,2,0
20,0,2,7,2,12.874302118109991,93,58,23,1,1
39,1,3,0,2,49.945977805994985,97,57,34,2,0
36,0,2,4,4,20.318406856840348,64,11,82,1,0
31,1,2,2,5,14.362934257353087,87,47,69,2,0
34,0,2,1,4,22.075559125514527,87,30,39,3,0
20,0,3,14,1,5.719873795192958,72,82,53,2,1
45,0,1,7,1,7.285295325605783,85,62,43,2,0
33,1,2,2,2,21.72170234841657,75,73,61,2,0
25,0,4,6,3,39.122226096955,16,38,98,2,0
24,1,3,11,2,46.01561197872454,88,75,67,2,1
49,1,2,10,3,34.24089953581355,91,19,32,2,0
30,1,3,0,4,6.260977761908486,60,100,76,1,1
50,1,3,5,1,34.60098810902675,14,47,55,1,0
23,0,3,2,3,32.7713960351486,93,70,35,2,0
32,1,2,7,4,41.28819591466657,50,53,53,2,0
30,1,2,5,1,42.26243333260904,26,77,18,1,0
22,0,2,11,3,44.410153788948946,85,74,42,2,0
20,1,2,1,2,21.706575728954917,73,70,11,1,1
25,0,2,5,2,35.893219767607214,60,28,10,1,0
37,1,1,6,2,14.412517946115537,57,73,69,2,0
43,0,2,4,4,50.966813999175216,30,92,11,2,0
29,1,2,2,2,9.766712068842997,90,72,90,2,0
24,0,2,3,5,1.5057215830417905,11,99,40,2,0
42,1,3,3,1,8.4404357259088,45,47,24,3,0
29,1,2,5,4,39.79361447720633,30,73,2,2,0
31,0,1,9,2,23.339183825410576,31,82,2,1,1
21,0,3,0,1,23.375012390521416,31,55,83,2,0
32,0,1,10,3,48.75114598058342,98,94,27,1,1
27,0,3,3,2,46.981745401403714,52,16,22,3,0
21,1,3,9,1,16.559736890200462,60,8,47,1,1
39,1,2,12,5,11.452906439043307,45,96,66,2,0
20,0,3,3,3,43.424110496686986,84,33,41,1,1
50,1,2,9,5,46.30095355221816,73,44,87,3,0
24,0,2,15,1,28.079846139924346,79,87,39,2,0
28,0,1,0,5,32.47118555585503,6,8,5,3,0
36,1,2,8,1,13.845714234614668,3,6,19,1,0
28,1,4,3,1,41.04013439892623,90,15,10,1,1
30,1,2,6,5,32.60612142245115,51,18,95,1,1
34,1,2,11,1,26.17567556489983,88,5,26,3,0
43,1,2,13,2,4.005427803919791,30,10,20,3,0
25,1,2,2,1,46.796748125557684,74,75,12,1,1
42,1,1,9,4,31.7725710192203,83,60,85,1,1
22,0,2,11,1,10.634554734648399,35,41,34,2,0
49,0,3,2,4,31.319305849152638,53,12,46,1,0
50,0,2,13,1,34.87316771199867,53,11,85,1,1
36,0,2,7,1,27.288516834161275,16,84,27,1,1
24,0,1,7,5,36.90508689780113,74,73,20,1,1
49,1,2,10,2,30.072697396431213,29,19,17,1,1
47,0,3,11,2,48.38847910160741,98,49,30,1,0
31,0,1,0,3,3.6848539299653416,21,35,59,2,1
37,0,1,9,5,6.312285423478025,42,91,36,3,1
33,0,2,1,5,9.683581847716992,26,87,20,2,1
40,0,3,15,2,35.50855353021661,36,68,13,2,0
43,0,2,7,5,33.279793637490435,45,36,88,1,1
30,0,2,0,2,45.6029430104847,34,11,90,2,1
28,1,3,14,5,37.64387264419492,3,98,59,2,1
21,1,2,11,1,26.417774378229613,79,39,22,2,0
31,0,3,7,2,50.59158962318151,79,53,94,1,1
22,1,3,7,2,14.305397808464958,84,1,28,3,0
22,1,2,15,4,42.6595829892727,25,49,46,1,0
20,1,2,1,5,22.33951860969597,99,40,29,2,0
27,1,1,3,5,33.43675694378671,18,44,89,3,0
41,0,2,5,2,37.3634235226217,80,8,83,2,1
47,1,4,11,1,32.687704359516815,44,61,37,2,0
48,1,2,10,1,8.025365155429665,25,85,82,3,0
27,1,2,8,1,23.147550537396636,21,46,26,2,1
30,0,3,14,5,29.071918896656218,57,4,88,1,0
28,0,2,15,4,43.45218795892984,62,75,86,3,0
24,0,1,7,2,23.182287439928615,27,0,92,1,0
33,0,2,11,3,46.93736524021257,64,43,14,3,0
47,0,2,14,4,23.018711151260533,43,21,58,1,0
49,0,3,7,3,28.438992963150582,99,37,2,2,0
22,0,1,6,4,40.81428414714005,42,18,9,2,1
40,1,2,13,1,30.15338422110718,36,79,78,3,1
24,1,2,12,5,49.01090361914123,65,30,79,2,1
24,1,2,8,3,34.01679152570638,16,66,16,1,1
38,0,2,14,4,27.135472703380053,39,86,82,2,0
46,0,2,1,5,2.179598389039793,37,41,10,1,0
33,0,2,2,3,21.68664487901649,84,81,47,2,0
45,0,4,9,2,15.962420963008022,60,25,4,3,1
49,0,2,7,4,38.405283394374464,8,12,68,2,1
23,1,1,13,2,11.41388375767729,76,57,63,2,0
44,1,2,5,1,11.261004364703592,74,17,13,1,0
32,0,3,9,2,10.47595216186884,60,66,49,2,1
29,0,3,8,2,7.280780657811796,79,86,25,2,1
44,0,1,9,4,16.55035018354437,15,2,71,2,1
37,0,4,3,1,45.296105722171255,1,54,68,1,1
27,1,2,15,2,39.74642361529775,71,88,6,2,0
27,0,1,7,5,37.762560815339675,42,90,15,1,1
26,0,1,9,3,40.86684028249813,41,57,54,2,1
27,0,1,2,2,14.470894466478583,76,62,77,1,0
33,0,3,2,1,45.37208453762439,56,90,100,3,0
38,1,1,7,2,7.86516875708022,80,51,55,1,0
48,0,1,4,3,17.817286335779098,87,88,3,2,1
25,0,3,2,1,30.337405948367145,66,23,99,1,1
20,1,2,9,4,6.145254417100031,29,71,47,2,1
42,1,1,10,1,37.50650938882124,12,8,16,2,1
50,1,1,15,4,20.362302410173747,18,36,35,2,0
34,0,1,0,1,40.220283280420006,6,93,69,1,0
20,0,2,14,3,25.644814279230136,8,82,79,2,1
44,1,2,2,3,10.043726221266818,82,52,92,1,1
36,1,1,11,1,37.738090567767216,53,79,99,1,1
20,1,1,8,2,13.607197791947177,85,23,37,2,0
34,1,3,4,3,25.54051506340214,81,20,100,1,1
42,1,2,11,4,4.77666345784538,60,99,61,1,0
21,1,2,9,4,31.893332720601833,86,39,47,3,1
33,0,2,14,5,34.292888310813865,1,61,9,3,0
40,0,2,1,4,19.93371049863918,49,69,35,2,0
27,0,2,6,5,48.72113901605369,74,68,28,1,1
27,1,2,14,1,44.70844607410342,30,13,77,1,0
38,1,2,1,1,36.39704578699974,32,41,3,2,0
26,1,4,3,1,36.682603724687134,77,49,43,1,1
38,1,1,11,2,13.620085747107563,79,60,55,3,0
25,1,3,6,2,33.84076155442245,10,3,41,1,1
25,1,1,3,5,10.910313261775983,32,71,99,3,0
22,0,3,6,4,8.200161195991106,6,87,12,2,0
26,0,2,15,4,50.97339471012901,30,74,45,2,0
38,1,3,6,1,32.11879657365871,47,16,81,1,0
27,0,1,15,3,22.549393632859527,46,84,32,3,1
29,1,2,0,2,15.408226144197567,77,56,20,1,1
39,0,2,5,2,31.19602218311137,91,89,79,2,1
34,1,3,8,1,3.4796754110043064,52,47,78,3,0
34,1,2,1,2,5.734049525239753,79,43,56,1,0
48,0,2,13,1,2.6428348870198173,18,44,68,2,1
20,0,2,2,5,25.95849166313309,80,90,69,2,1
39,1,2,9,4,31.03033145935913,89,79,66,2,1
49,1,2,4,3,4.123988067891043,5,89,47,2,1
26,0,1,8,4,37.061223374945826,48,32,75,2,0
46,0,4,3,4,12.51975357572822,72,30,99,2,1
23,1,3,0,5,35.2600726884933,49,46,32,2,0
48,0,4,3,2,50.09485700176228,80,5,35,2,1
25,1,2,5,3,35.55529350269256,94,71,32,1,0
44,1,3,4,2,45.159652646180426,11,70,30,3,1
20,1,3,13,4,48.40992533715337,22,33,20,3,1
48,1,2,12,1,25.337552417615775,53,52,26,2,0
24,0,2,0,4,36.11624897098534,68,13,90,2,0
46,0,2,3,2,43.598462677792085,99,15,71,2,1
42,0,3,5,4,18.830445643719305,58,42,100,2,0
20,0,2,12,1,14.069865828019744,35,72,61,2,1
49,0,1,14,5,48.32992863891693,2,73,95,1,0
23,0,2,9,2,37.3151750184409,57,80,25,2,1
41,0,4,9,4,11.984106668791316,87,11,65,1,1
21,1,3,13,2,23.45416963380567,54,69,11,1,1
29,0,4,3,5,40.822588476890466,56,18,21,2,1
24,0,2,14,4,28.353149545922108,16,40,16,2,1
46,1,2,13,4,33.497604908294456,38,52,6,2,1
29,0,1,8,2,38.68841010225262,89,28,67,2,1
20,0,1,4,2,32.10045944044903,67,69,36,3,1
41,1,1,7,1,28.00396609610979,54,58,37,2,0
25,0,2,8,5,38.48071421938867,44,88,95,2,0
32,0,1,9,1,37.378151771610035,75,63,10,1,0
50,0,2,4,4,32.493620009158946,0,23,0,1,1
34,1,4,5,2,18.98947066909648,20,88,24,2,1
23,0,2,0,4,21.29060461001358,82,15,41,2,1
32,0,3,10,4,49.52192744420487,20,51,51,2,0
43,1,2,15,3,6.6192966145762915,51,79,23,2,0
39,0,2,11,3,14.425245862641766,81,5,52,2,0
43,1,2,14,4,25.620087960216786,42,36,55,1,0
34,1,1,6,2,42.836484307189295,51,84,62,1,0
48,0,2,3,4,9.183783186486393,66,3,80,3,1
27,1,2,10,3,14.847730906230494,43,97,7,2,0
24,1,1,1,2,4.2899108897619485,31,91,58,1,1
48,0,2,4,4,36.29926330254092,9,37,44,2,1
34,1,2,11,5,12.910471773780806,63,40,26,2,1
